#####################
#
# measurement of 406FG1000-flat-pyIVLS
#
#date 15-Aug-2025, 10:37:00
#Keithley source smua
#Source in voltage injection mode
#Steps in sweep 401
#Sweep repeat for 1 times
#Start value for sweep -0.5 V
#End value for sweep 2.0 V
#Limit for sweep step 0.5 A
#Measurement stabilization period is done in AUTO mode
#NPLC value 20.0 ms (for detected line frequency 50 Hz is 1.0)
#
#
#Continuous operation of the source
#
#
#
#
#
#
#
#Comment: pyIVLS automated sweep test on a new sample
#
#
#
#
#
#High capacitance mode for source is disabled
#
#
#
#
#
#
#
#
#
#
#Sourse in 4 point measurement mode
#
IS_4pr, VS_4pr
-9.488670155406e-03,1.599963426590e+00
-9.390975348651e-03,1.606235742569e+00
-9.296041913331e-03,1.612475156784e+00
-9.194968268275e-03,1.618707895279e+00
-9.099173359573e-03,1.624987363815e+00
-9.004192426801e-03,1.631227731705e+00
-8.909571915865e-03,1.637456655502e+00
-8.816778659821e-03,1.643732786179e+00
-8.725714869797e-03,1.649968624115e+00
-8.632157929242e-03,1.656203508377e+00
-8.538250811398e-03,1.662483930588e+00
-8.446007035673e-03,1.668723821640e+00
-8.353117853403e-03,1.674954175949e+00
-8.262001909316e-03,1.681228876114e+00
-8.175156079233e-03,1.687467098236e+00
-8.084944449365e-03,1.693702936173e+00
-7.996127009392e-03,1.699986457825e+00
-7.907747291028e-03,1.706218481064e+00
-7.817808538675e-03,1.712453842163e+00
-7.729756645858e-03,1.718730211258e+00
-7.646281737834e-03,1.724965572357e+00
-7.555073127151e-03,1.731201171875e+00
-7.466758135706e-03,1.737478733063e+00
-7.386097684503e-03,1.743718147278e+00
-7.401374634355e-03,1.749953269959e+00
-7.309366483241e-03,1.756227254868e+00
-7.222653366625e-03,1.762461662293e+00
-7.136318366975e-03,1.768701076508e+00
-7.047450169921e-03,1.774980306625e+00
-6.963437423110e-03,1.781212568283e+00
-6.881036795676e-03,1.787451267242e+00
-6.791760679334e-03,1.793723106384e+00
-6.708194967359e-03,1.799960851669e+00
-6.626110058278e-03,1.806195020676e+00
-6.542531307787e-03,1.812474489212e+00
-6.460431497544e-03,1.818709373474e+00
-6.380251608789e-03,1.824945449829e+00
-6.302248220891e-03,1.831222772598e+00
-6.220158189535e-03,1.837446689606e+00
-6.137915886939e-03,1.843691587448e+00
-6.060130428523e-03,1.849972724915e+00
-5.982111673802e-03,1.856211185455e+00
-5.898524541408e-03,1.862447738648e+00
-5.819167941809e-03,1.868721246719e+00
-5.743312649429e-03,1.874955654144e+00
-5.662547424436e-03,1.881194353104e+00
-5.588406231254e-03,1.887472152710e+00
-5.511355120689e-03,1.893708229065e+00
-5.433722399175e-03,1.899944067001e+00
-5.358366761357e-03,1.906217098236e+00
-5.285019986332e-03,1.912451028824e+00
-5.208362359554e-03,1.918689250946e+00
-5.132734775543e-03,1.924971103668e+00
-5.058281123638e-03,1.931201934814e+00
-4.981705918908e-03,1.937440633774e+00
-4.907920025289e-03,1.943715572357e+00
-4.834680352360e-03,1.949949979782e+00
-4.761537071317e-03,1.956184148789e+00
-4.693795461208e-03,1.962467432022e+00
-4.622653592378e-03,1.968700408936e+00
-4.548672121018e-03,1.974933624268e+00
-4.473343025893e-03,1.981215953827e+00
-4.402946215123e-03,1.987445831299e+00
-4.330780357122e-03,1.993695497513e+00
-4.262009635568e-03,1.999967575073e+00
